City_Name,District_Name,Area_Name,Latitude,Longitude,Tourist_Place,Hidden_Place,Nearby_Hotel_Name,Hotel_Rating,Hotel_Address,Restaurant_Name,Restaurant_Rating,Restaurant_Address,Tiffin_Center_Name,Tiffin_Address,Lunch_Meals_Hotel,Lunch_Address,Accommodation_Details,Emergency_Service,Emergency_Address,Rating,Description,Final_Rating,Entry_Fee,Hotel
Undi,West Godavari,Undi Main Road,15.997799,79.809891,Undi Main Road Central Park,Undi Main Road Old Fort Ruins,The Undi Main Road Inn,3.8,"Near Undi Main Road Main Junction, Undi",Undi Main Road Biryani House,4.2,"Opposite Undi City Central Park, Undi Main Road, Undi",Namma Undi Main Road Cafe,"Market Road, Undi Main Road, Undi",Undi Main Road Biryani House,"Highway Bypass / Undi Main Road Center, Undi",The Undi Main Road Inn / Similar Accommodations,Undi Main Road Fire & Rescue,"Main Road, Undi Main Road, Undi",4.0,,4.0,,
Undi,West Godavari,Undi Police Station Road,15.905204,79.704123,Undi Heritage Temple,Undi Old Fort Ruins,The Undi Residency,4.1,"Near Undi Police Station Road Main Junction, Undi",Undi Spice Dhaba,4.0,"Opposite Undi Heritage Museum, Undi Police Station Road, Undi",New Undi Breakfast Corner,"Market Road, Undi Police Station Road, Undi",Undi Spice Dhaba,"Highway Bypass / Undi Police Station Road Center, Undi",The Undi Residency / Similar Accommodations,Undi Primary Health Centre,"Main Road, Undi Police Station Road, Undi",4.0,,4.0,Free,
Undi,West Godavari,Undi Main Bazar,15.857385,79.813821,Undi Cultural Museum,Undi Ancient Stepwell,The Undi Residency,4.9,"Near Undi Main Bazar Main Junction, Undi",Undi Multi-Cuisine,4.0,"Opposite Undi Historic Fort Ruins, Undi Main Bazar, Undi",Authentic Undi Tiffin Centre,"Market Road, Undi Main Bazar, Undi",Undi Multi-Cuisine,"Highway Bypass / Undi Main Bazar Center, Undi",The Undi Residency / Similar Accommodations,Undi Government Hospital,"Main Road, Undi Main Bazar, Undi",4.0,,4.0,,
Unguturu,Eluru,Unguturu RTC Bus Stand Area,15.975653,79.726538,Unguturu Lake Viewpoint,Unguturu Weavers Hamlet,Grand Unguturu Suites,4.5,"Near Unguturu RTC Bus Stand Area Main Junction, Unguturu",Unguturu Multi-Cuisine,4.3,"Opposite Unguturu Historic Fort Ruins, Unguturu RTC Bus Stand Area, Unguturu",Sri Unguturu Tiffin Centre,"Market Road, Unguturu RTC Bus Stand Area, Unguturu",Unguturu Multi-Cuisine,"Highway Bypass / Unguturu RTC Bus Stand Area Center, Unguturu",Grand Unguturu Suites / Similar Accommodations,Unguturu Local Police Station,"Main Road, Unguturu RTC Bus Stand Area, Unguturu",4.0,,4.0,,
Unguturu,Eluru,Unguturu Railway Station Area,15.932315,79.778527,Unguturu Railway Station Area Cultural Museum,Unguturu Railway Station Area Hidden Creek,The Unguturu Railway Station Area Boutique Hotel,4.5,"Near Unguturu Railway Station Area Main Junction, Unguturu",Unguturu Railway Station Area Biryani House,4.3,"Opposite Unguturu Local Shiva Temple, Unguturu Railway Station Area, Unguturu",Namma Unguturu Railway Station Area Breakfast Corner,"Market Road, Unguturu Railway Station Area, Unguturu",Unguturu Railway Station Area Biryani House,"Highway Bypass / Unguturu Railway Station Area Center, Unguturu",The Unguturu Railway Station Area Boutique Hotel / Similar Accommodations,Unguturu Railway Station Area Primary Health Centre,"Main Road, Unguturu Railway Station Area, Unguturu",4.0,,4.0,,
Unguturu,Eluru,Unguturu Main Bazar,16.000803,79.64377,Sri Ramalingeswara Swamy Temple (Unguturu),A historic and highly revered local temple dedicated to Lord Shiva in Unguturu.,Local Lodge,4.8,Temple St,Local Tiffins,4.6,Temple Jct,Traditional,Nearby,Budget,Main Road,Market Street,Unguturu PS,Local Market,4.8,A historic and highly revered local temple dedicated to Lord Shiva in Unguturu.,4.8,Free,Local Lodge
Unguturu,Eluru,Unguturu Main Bazar,16.000803,79.64377,Unguturu Municipal Park,A popular urban recreation park for families and children in Unguturu.,Nearby Hotel,4.6,Park Rd,Park Cafe,4.4,Park Entrance,Snacks,Nearby,Budget,Main Road,Park Gate,Unguturu PS,Park Area,4.6,A popular urban recreation park for families and children in Unguturu.,4.6,₹20,Nearby Hotel
Unguturu,Eluru,Unguturu Main Bazar,16.000803,79.64377,Unguturu Historic Monument,Unguturu Ancient Stepwell,Grand Unguturu Boutique Hotel,4.0,"Near Unguturu Main Bazar Main Junction, Unguturu",Unguturu Flavours,3.7,"Opposite Unguturu Lake Promenade, Unguturu Main Bazar, Unguturu",Sri Unguturu Darshini,"Market Road, Unguturu Main Bazar, Unguturu",Unguturu Flavours,"Highway Bypass / Unguturu Main Bazar Center, Unguturu",Grand Unguturu Boutique Hotel / Similar Accommodations,Unguturu Primary Health Centre,"Main Road, Unguturu Main Bazar, Unguturu",4.0,,4.0,,
Uppalaguptam,Konaseema,Uppalaguptam Railway Station Area,15.832861,79.734655,Uppalaguptam Railway Station Area Promenade,Uppalaguptam Railway Station Area Hidden Creek,Grand Uppalaguptam Railway Station Area Lodge,4.5,"Near Uppalaguptam Railway Station Area Main Junction, Uppalaguptam",Uppalaguptam Railway Station Area Family Restaurant,4.4,"Opposite Uppalaguptam Lake Promenade, Uppalaguptam Railway Station Area, Uppalaguptam",Namma Uppalaguptam Railway Station Area Breakfast Corner,"Market Road, Uppalaguptam Railway Station Area, Uppalaguptam",Uppalaguptam Railway Station Area Family Restaurant,"Highway Bypass / Uppalaguptam Railway Station Area Center, Uppalaguptam",Grand Uppalaguptam Railway Station Area Lodge / Similar Accommodations,Uppalaguptam Railway Station Area Primary Health Centre,"Main Road, Uppalaguptam Railway Station Area, Uppalaguptam",4.0,,4.0,,
Uppalaguptam,Konaseema,Uppalaguptam Police Station Road,15.931618,79.726187,Uppalaguptam Heritage Temple,Uppalaguptam Hidden Creek,The Uppalaguptam Suites,4.7,"Near Uppalaguptam Police Station Road Main Junction, Uppalaguptam",Uppalaguptam Multi-Cuisine,4.4,"Opposite Uppalaguptam Heritage Museum, Uppalaguptam Police Station Road, Uppalaguptam",Namma Uppalaguptam Darshini,"Market Road, Uppalaguptam Police Station Road, Uppalaguptam",Uppalaguptam Multi-Cuisine,"Highway Bypass / Uppalaguptam Police Station Road Center, Uppalaguptam",The Uppalaguptam Suites / Similar Accommodations,Uppalaguptam Government Hospital,"Main Road, Uppalaguptam Police Station Road, Uppalaguptam",4.0,,4.0,Free,
Uppalaguptam,Konaseema,Uppalaguptam Main Road,16.012727,79.702371,Uppalaguptam Main Road Heritage Temple,Uppalaguptam Main Road Hidden Creek,Hotel Uppalaguptam Main Road Suites,4.6,"Near Uppalaguptam Main Road Main Junction, Uppalaguptam",Uppalaguptam Main Road Flavours,4.0,"Opposite Uppalaguptam Local Shiva Temple, Uppalaguptam Main Road, Uppalaguptam",Namma Uppalaguptam Main Road Tiffin Centre,"Market Road, Uppalaguptam Main Road, Uppalaguptam",Uppalaguptam Main Road Flavours,"Highway Bypass / Uppalaguptam Main Road Center, Uppalaguptam",Hotel Uppalaguptam Main Road Suites / Similar Accommodations,Uppalaguptam Main Road Local Police Station,"Main Road, Uppalaguptam Main Road, Uppalaguptam",4.0,,4.0,Free,
Uppalaguptam,Konaseema,Uppalaguptam Main Bazar,15.909357,79.80322,Uppalaguptam Historic Monument,Uppalaguptam Ancient Stepwell,Hotel Uppalaguptam Inn,4.1,"Near Uppalaguptam Main Bazar Main Junction, Uppalaguptam",Uppalaguptam Biryani House,4.1,"Opposite Uppalaguptam Botanical Garden, Uppalaguptam Main Bazar, Uppalaguptam",Namma Uppalaguptam Cafe,"Market Road, Uppalaguptam Main Bazar, Uppalaguptam",Uppalaguptam Biryani House,"Highway Bypass / Uppalaguptam Main Bazar Center, Uppalaguptam",Hotel Uppalaguptam Inn / Similar Accommodations,Uppalaguptam Primary Health Centre,"Main Road, Uppalaguptam Main Bazar, Uppalaguptam",4.0,,4.0,,
Uravakonda,Ananthapuramu,Uravakonda Railway Station Area,15.96723,79.67295,Uravakonda Railway Station Area Historic Monument,Uravakonda Railway Station Area Ancient Stepwell,The Uravakonda Railway Station Area Residency,3.9,"Near Uravakonda Railway Station Area Main Junction, Uravakonda",Uravakonda Railway Station Area Family Restaurant,4.3,"Opposite Uravakonda Botanical Garden, Uravakonda Railway Station Area, Uravakonda",Namma Uravakonda Railway Station Area Breakfast Corner,"Market Road, Uravakonda Railway Station Area, Uravakonda",Uravakonda Railway Station Area Family Restaurant,"Highway Bypass / Uravakonda Railway Station Area Center, Uravakonda",The Uravakonda Railway Station Area Residency / Similar Accommodations,Uravakonda Railway Station Area Fire & Rescue,"Main Road, Uravakonda Railway Station Area, Uravakonda",4.0,,4.0,,
Uravakonda,Ananthapuramu,Uravakonda Police Station Road,15.926133,79.827104,Uravakonda Heritage Temple,Uravakonda Weavers Hamlet,Hotel Uravakonda Lodge,4.5,"Near Uravakonda Police Station Road Main Junction, Uravakonda",Uravakonda Family Restaurant,4.1,"Opposite Uravakonda Lake Promenade, Uravakonda Police Station Road, Uravakonda",Sri Uravakonda Darshini,"Market Road, Uravakonda Police Station Road, Uravakonda",Uravakonda Family Restaurant,"Highway Bypass / Uravakonda Police Station Road Center, Uravakonda",Hotel Uravakonda Lodge / Similar Accommodations,Uravakonda Government Hospital,"Main Road, Uravakonda Police Station Road, Uravakonda",4.0,,4.0,Free,
Uravakonda,Ananthapuramu,Uravakonda Main Bazar,15.886432,79.656051,Uravakonda Central Park,Uravakonda Ancient Stepwell,Hotel Uravakonda Residency,4.7,"Near Uravakonda Main Bazar Main Junction, Uravakonda",Uravakonda Spice Dhaba,4.6,"Opposite Uravakonda Local Shiva Temple, Uravakonda Main Bazar, Uravakonda",New Uravakonda Darshini,"Market Road, Uravakonda Main Bazar, Uravakonda",Uravakonda Spice Dhaba,"Highway Bypass / Uravakonda Main Bazar Center, Uravakonda",Hotel Uravakonda Residency / Similar Accommodations,Uravakonda Primary Health Centre,"Main Road, Uravakonda Main Bazar, Uravakonda",4.0,,4.0,,
Uravakonda,Ananthapuramu,Uravakonda Main Road,15.814332,79.737447,Uravakonda Main Road Heritage Temple,Uravakonda Main Road Hidden Creek,The Uravakonda Main Road Residency,3.9,"Near Uravakonda Main Road Main Junction, Uravakonda",Uravakonda Main Road Family Restaurant,4.3,"Opposite Uravakonda Lake Promenade, Uravakonda Main Road, Uravakonda",New Uravakonda Main Road Darshini,"Market Road, Uravakonda Main Road, Uravakonda",Uravakonda Main Road Family Restaurant,"Highway Bypass / Uravakonda Main Road Center, Uravakonda",The Uravakonda Main Road Residency / Similar Accommodations,Uravakonda Main Road Local Police Station,"Main Road, Uravakonda Main Road, Uravakonda",4.0,,4.0,Free,
Uyyalawada,Nandyal,Uyyalawada Railway Station Area,15.867694,79.819084,Uyyalawada Railway Station Area Historic Monument,Uyyalawada Railway Station Area Ancient Stepwell,Grand Uyyalawada Railway Station Area Boutique Hotel,4.1,"Near Uyyalawada Railway Station Area Main Junction, Uyyalawada",Uyyalawada Railway Station Area Spice Dhaba,4.2,"Opposite Uyyalawada Heritage Museum, Uyyalawada Railway Station Area, Uyyalawada",New Uyyalawada Railway Station Area Breakfast Corner,"Market Road, Uyyalawada Railway Station Area, Uyyalawada",Uyyalawada Railway Station Area Spice Dhaba,"Highway Bypass / Uyyalawada Railway Station Area Center, Uyyalawada",Grand Uyyalawada Railway Station Area Boutique Hotel / Similar Accommodations,Uyyalawada Railway Station Area Local Police Station,"Main Road, Uyyalawada Railway Station Area, Uyyalawada",4.0,,4.0,,
Uyyalawada,Nandyal,Uyyalawada Main Bazar,15.875483,79.687147,Uyyalawada Central Park,Uyyalawada Ancient Stepwell,Hotel Uyyalawada Boutique Hotel,4.2,"Near Uyyalawada Main Bazar Main Junction, Uyyalawada",Uyyalawada Multi-Cuisine,4.3,"Opposite Uyyalawada Local Shiva Temple, Uyyalawada Main Bazar, Uyyalawada",Authentic Uyyalawada Tiffin Centre,"Market Road, Uyyalawada Main Bazar, Uyyalawada",Uyyalawada Multi-Cuisine,"Highway Bypass / Uyyalawada Main Bazar Center, Uyyalawada",Hotel Uyyalawada Boutique Hotel / Similar Accommodations,Uyyalawada Primary Health Centre,"Main Road, Uyyalawada Main Bazar, Uyyalawada",4.0,,4.0,,
Uyyalawada,Nandyal,Uyyalawada Main Road,15.898062,79.726881,Uyyalawada Main Road Cultural Museum,Uyyalawada Main Road Sunset Hill,Hotel Uyyalawada Main Road Boutique Hotel,4.7,"Near Uyyalawada Main Road Main Junction, Uyyalawada",Uyyalawada Main Road Biryani House,4.6,"Opposite Uyyalawada City Central Park, Uyyalawada Main Road, Uyyalawada",Namma Uyyalawada Main Road Cafe,"Market Road, Uyyalawada Main Road, Uyyalawada",Uyyalawada Main Road Biryani House,"Highway Bypass / Uyyalawada Main Road Center, Uyyalawada",Hotel Uyyalawada Main Road Boutique Hotel / Similar Accommodations,Uyyalawada Main Road Government Hospital,"Main Road, Uyyalawada Main Road, Uyyalawada",4.0,,4.0,,
Uyyalawada,Nandyal,Uyyalawada Police Station Road,15.934009,79.673345,Uyyalawada Lake Viewpoint,Uyyalawada Sunset Hill,Grand Uyyalawada Residency,4.0,"Near Uyyalawada Police Station Road Main Junction, Uyyalawada",Uyyalawada Spice Dhaba,3.5,"Opposite Uyyalawada Lake Promenade, Uyyalawada Police Station Road, Uyyalawada",Authentic Uyyalawada Cafe,"Market Road, Uyyalawada Police Station Road, Uyyalawada",Uyyalawada Spice Dhaba,"Highway Bypass / Uyyalawada Police Station Road Center, Uyyalawada",Grand Uyyalawada Residency / Similar Accommodations,Uyyalawada Local Police Station,"Main Road, Uyyalawada Police Station Road, Uyyalawada",4.0,,4.0,,
Vadamalapeta,Tirupati,Vadamalapeta Railway Station Area,15.929526,79.746251,Vadamalapeta Railway Station Area Central Park,Vadamalapeta Railway Station Area Sunset Hill,Grand Vadamalapeta Railway Station Area Suites,4.5,"Near Vadamalapeta Railway Station Area Main Junction, Vadamalapeta",Vadamalapeta Railway Station Area Multi-Cuisine,4.7,"Opposite Vadamalapeta Historic Fort Ruins, Vadamalapeta Railway Station Area, Vadamalapeta",Namma Vadamalapeta Railway Station Area Cafe,"Market Road, Vadamalapeta Railway Station Area, Vadamalapeta",Vadamalapeta Railway Station Area Multi-Cuisine,"Highway Bypass / Vadamalapeta Railway Station Area Center, Vadamalapeta",Grand Vadamalapeta Railway Station Area Suites / Similar Accommodations,Vadamalapeta Railway Station Area Fire & Rescue,"Main Road, Vadamalapeta Railway Station Area, Vadamalapeta",4.0,,4.0,,
Vadamalapeta,Tirupati,Vadamalapeta Police Station Road,15.901971,79.769085,Vadamalapeta Historic Monument,Vadamalapeta Sunset Hill,Hotel Vadamalapeta Residency,4.4,"Near Vadamalapeta Police Station Road Main Junction, Vadamalapeta",Vadamalapeta Flavours,4.3,"Opposite Vadamalapeta Heritage Museum, Vadamalapeta Police Station Road, Vadamalapeta",New Vadamalapeta Cafe,"Market Road, Vadamalapeta Police Station Road, Vadamalapeta",Vadamalapeta Flavours,"Highway Bypass / Vadamalapeta Police Station Road Center, Vadamalapeta",Hotel Vadamalapeta Residency / Similar Accommodations,Vadamalapeta Government Hospital,"Main Road, Vadamalapeta Police Station Road, Vadamalapeta",4.0,,4.0,,
Vadamalapeta,Tirupati,Vadamalapeta Main Bazar,16.001523,79.749811,Vadamalapeta Lake Viewpoint,Vadamalapeta Old Fort Ruins,The Vadamalapeta Inn,4.7,"Near Vadamalapeta Main Bazar Main Junction, Vadamalapeta",Vadamalapeta Multi-Cuisine,3.6,"Opposite Vadamalapeta Historic Fort Ruins, Vadamalapeta Main Bazar, Vadamalapeta",Sri Vadamalapeta Breakfast Corner,"Market Road, Vadamalapeta Main Bazar, Vadamalapeta",Vadamalapeta Multi-Cuisine,"Highway Bypass / Vadamalapeta Main Bazar Center, Vadamalapeta",The Vadamalapeta Inn / Similar Accommodations,Vadamalapeta Local Police Station,"Main Road, Vadamalapeta Main Bazar, Vadamalapeta",4.0,,4.0,,
Vadapalli,Konaseema,Vadapalli RTC Bus Stand Area,15.823765,79.709159,Vadapalli Central Park,Vadapalli Weavers Hamlet,Grand Vadapalli Boutique Hotel,4.7,"Near Vadapalli RTC Bus Stand Area Main Junction, Vadapalli",Vadapalli Spice Dhaba,4.1,"Opposite Vadapalli Botanical Garden, Vadapalli RTC Bus Stand Area, Vadapalli",New Vadapalli Cafe,"Market Road, Vadapalli RTC Bus Stand Area, Vadapalli",Vadapalli Spice Dhaba,"Highway Bypass / Vadapalli RTC Bus Stand Area Center, Vadapalli",Grand Vadapalli Boutique Hotel / Similar Accommodations,Vadapalli Government Hospital,"Main Road, Vadapalli RTC Bus Stand Area, Vadapalli",4.0,,4.0,,
Vadapalli,Konaseema,Godavari Bank,16.7118,81.8492,Sri Venkateswara Swamy Temple,Konaseema Tirupati,Monday Hotels,4.4,Ravulapalem Road,Sri Rama Restaurant,4.2,Main Road,Local Snacks,Vadapalli,Ravulapalem Meals,Ravulapalem,Ravulapalem Stay,Ravulapalem Police,Ravulapalem,4.8,Revered Venkateswara temple known as Konaseema Tirupati.,4.8,Free,Monday Hotels
Vadapalli,Konaseema,Vadapalli Main Bazar,15.981336,79.820661,Vadapalli Lake Viewpoint,Vadapalli Ancient Stepwell,The Vadapalli Inn,4.8,"Near Vadapalli Main Bazar Main Junction, Vadapalli",Vadapalli Flavours,4.6,"Opposite Vadapalli City Central Park, Vadapalli Main Bazar, Vadapalli",Sri Vadapalli Tiffin Centre,"Market Road, Vadapalli Main Bazar, Vadapalli",Vadapalli Flavours,"Highway Bypass / Vadapalli Main Bazar Center, Vadapalli",The Vadapalli Inn / Similar Accommodations,Vadapalli Local Police Station,"Main Road, Vadapalli Main Bazar, Vadapalli",4.0,,4.0,,
Vajrapukotturu,Srikakulam,Vajrapukotturu Railway Station Area,15.817558,79.765143,Vajrapukotturu Railway Station Area Heritage Temple,Vajrapukotturu Railway Station Area Old Fort Ruins,Hotel Vajrapukotturu Railway Station Area Residency,4.8,"Near Vajrapukotturu Railway Station Area Main Junction, Vajrapukotturu",Vajrapukotturu Railway Station Area Family Restaurant,4.0,"Opposite Vajrapukotturu Botanical Garden, Vajrapukotturu Railway Station Area, Vajrapukotturu",Sri Vajrapukotturu Railway Station Area Breakfast Corner,"Market Road, Vajrapukotturu Railway Station Area, Vajrapukotturu",Vajrapukotturu Railway Station Area Family Restaurant,"Highway Bypass / Vajrapukotturu Railway Station Area Center, Vajrapukotturu",Hotel Vajrapukotturu Railway Station Area Residency / Similar Accommodations,Vajrapukotturu Railway Station Area Fire & Rescue,"Main Road, Vajrapukotturu Railway Station Area, Vajrapukotturu",4.0,,4.0,Free,
Vajrapukotturu,Srikakulam,Vajrapukotturu RTC Bus Stand Area,15.89601,79.695311,Vajrapukotturu Promenade,Vajrapukotturu Weavers Hamlet,Hotel Vajrapukotturu Suites,4.6,"Near Vajrapukotturu RTC Bus Stand Area Main Junction, Vajrapukotturu",Vajrapukotturu Family Restaurant,3.5,"Opposite Vajrapukotturu Heritage Museum, Vajrapukotturu RTC Bus Stand Area, Vajrapukotturu",Sri Vajrapukotturu Darshini,"Market Road, Vajrapukotturu RTC Bus Stand Area, Vajrapukotturu",Vajrapukotturu Family Restaurant,"Highway Bypass / Vajrapukotturu RTC Bus Stand Area Center, Vajrapukotturu",Hotel Vajrapukotturu Suites / Similar Accommodations,Vajrapukotturu Government Hospital,"Main Road, Vajrapukotturu RTC Bus Stand Area, Vajrapukotturu",4.0,,4.0,,
Vajrapukotturu,Srikakulam,Vajrapukotturu Main Road,15.857917,79.789654,Vajrapukotturu Main Road Promenade,Vajrapukotturu Main Road Hidden Creek,Grand Vajrapukotturu Main Road Boutique Hotel,4.5,"Near Vajrapukotturu Main Road Main Junction, Vajrapukotturu",Vajrapukotturu Main Road Spice Dhaba,4.7,"Opposite Vajrapukotturu Local Shiva Temple, Vajrapukotturu Main Road, Vajrapukotturu",New Vajrapukotturu Main Road Darshini,"Market Road, Vajrapukotturu Main Road, Vajrapukotturu",Vajrapukotturu Main Road Spice Dhaba,"Highway Bypass / Vajrapukotturu Main Road Center, Vajrapukotturu",Grand Vajrapukotturu Main Road Boutique Hotel / Similar Accommodations,Vajrapukotturu Main Road Fire & Rescue,"Main Road, Vajrapukotturu Main Road, Vajrapukotturu",4.0,,4.0,,
Vajrapukotturu,Srikakulam,Vajrapukotturu Main Bazar,15.814472,79.702559,Vajrapukotturu Heritage Temple,Vajrapukotturu Sunset Hill,Grand Vajrapukotturu Residency,4.5,"Near Vajrapukotturu Main Bazar Main Junction, Vajrapukotturu",Vajrapukotturu Flavours,4.4,"Opposite Vajrapukotturu City Central Park, Vajrapukotturu Main Bazar, Vajrapukotturu",Namma Vajrapukotturu Darshini,"Market Road, Vajrapukotturu Main Bazar, Vajrapukotturu",Vajrapukotturu Flavours,"Highway Bypass / Vajrapukotturu Main Bazar Center, Vajrapukotturu",Grand Vajrapukotturu Residency / Similar Accommodations,Vajrapukotturu Primary Health Centre,"Main Road, Vajrapukotturu Main Bazar, Vajrapukotturu",4.0,,4.0,Free,
Varadaiahpalem,Chittoor,Varadaiahpalem Main Bazar,15.891677,79.723134,Varadaiahpalem Central Park,Varadaiahpalem Hidden Creek,Grand Varadaiahpalem Boutique Hotel,4.4,"Near Varadaiahpalem Main Bazar Main Junction, Varadaiahpalem",Varadaiahpalem Spice Dhaba,3.7,"Opposite Varadaiahpalem City Central Park, Varadaiahpalem Main Bazar, Varadaiahpalem",Namma Varadaiahpalem Breakfast Corner,"Market Road, Varadaiahpalem Main Bazar, Varadaiahpalem",Varadaiahpalem Spice Dhaba,"Highway Bypass / Varadaiahpalem Main Bazar Center, Varadaiahpalem",Grand Varadaiahpalem Boutique Hotel / Similar Accommodations,Varadaiahpalem Fire & Rescue,"Main Road, Varadaiahpalem Main Bazar, Varadaiahpalem",4.0,,4.0,,
